timeDate,time_stamps,station,component,RappMaxMean,RappMaxMedian,AsDec,KurtoSig,KurtoEnv,SkewnessSig,SkewnessEnv,CorPeakNumber,INT1,INT2,INT_RATIO,ES_0,ES_1,ES_2,ES_3,ES_4,KurtoF_0,KurtoF_1,KurtoF_2,KurtoF_3,KurtoF_4,DistDecAmpEnv,env_max_to_duration,RMS,IQR,MeanFFT,MaxFFT,FmaxFFT,FCentroid,Fquart1,Fquart3,MedianFFT,VarFFT,NpeakFFT,MeanPeaksFFT,E1FFT,E2FFT,E3FFT,E4FFT,gamma1,gamma2,gammas,SpecKurtoMaxEnv,SpecKurtoMedianEnv,RatioEnvSpecMaxMean,RatioEnvSpecMaxMedian,DistMaxMean,DistMaxMedian,NbrPeakMax,NbrPeakMean,NbrPeakMedian,RatioNbrPeakMaxMean,RatioNbrPeakMaxMedian,NbrPeakFreqCenter,NbrPeakFreqMax,RatioNbrFreqPeaks,DistQ2Q1,DistQ3Q2,DistQ3Q1
2019-06-21 00:01:00,1561075260.0,1.0,3.0,3.248016064516806,3.516246568013985,1.756086357372531,3.057094215980814,3.297851517937797,0.04184091393779614,0.6859199332909153,1.0,382.7567281913614,337.94323737475173,1.1326065618733336,5.0045321446509945,5.165632295313253,5.217820393773394,4.648068589974161,4.430901431073426,2.9236070683181032,2.881784021313701,2.9747833866903792,5.4324533396166395,4.96741935736977,0.18584468382386252,1.5960071571688057,23.579512910218806,19.434080877478316,0.20040588233085366,0.0013348426684534473,7.6190476190476195,11.428571428571429,7.509157509157509,18.60805860805861,0.04428558106400033,0.08354997209797883,4.0,0.9051558914562885,581.089963559601,188.17370508462352,37.96287203486136,13.635510496950825,8.85492073015654,9.430629475413543,3.2445571601040855,-0.34760697964813847,1.2206292560349121,12.202879942594409,474.67312980962953,114.86089301935473,124.94649177085104,4.0,11.0,41.0,0.36363636363636365,0.0975609756097561,62.0,16.0,0.25806451612903225,4.063063912417113,6.043569806464845,10.106633718881959
2019-06-21 00:02:00,1561075320.0,1.0,3.0,3.0278283643230273,3.2209896273535277,1.9644268774703557,2.9533383993927016,3.1202983307771874,0.10325017583988257,0.6540148743683449,1.0,414.3047787676028,374.3101944112358,1.106848771295892,4.9863405945081265,5.168564429031319,5.205817966995916,4.498487790305601,4.295308498344861,2.8915522065960655,2.8219106371361375,2.8956813243176014,2.9609556985085206,2.940174594258913,0.122128147231612,1.4215742168271326,22.432055535422215,18.378519034907608,0.1722802716454105,0.0013815556065037292,7.728937728937729,11.098901098901099,7.3992673992674,19.169719169719173,0.04051138967410167,0.07275335793114028,3.0,0.9258888217951422,537.4255214685004,119.45619996260338,34.813101457032786,13.963083471766218,8.423262695141096,8.891596170673237,2.8476530741955455,-0.021260959230134713,5.852891699809312,16.4762771278849,621.7660003151582,134.34008359017253,143.1709937869331,7.0,23.0,105.0,0.30434782608695654,0.06666666666666667,39.0,26.0,0.6666666666666666,3.3113185233702667,4.966812384529757,8.278130907900024
2019-06-21 00:03:00,1561075380.0,1.0,3.0,3.4198504350241183,3.7618364749260493,1.1208907741251326,3.197928232402074,3.43783145358514,0.008420634685339398,0.8037651283902238,1.0,368.3961664404919,335.36071157385265,1.098507230353858,4.979226623588123,5.157079826639235,5.198086764396625,4.489153955600931,4.282095316671905,3.129379733524471,3.1791250178393478,3.2115335818764783,3.042446598421149,3.069350303401946,0.1622385524521533,1.5755664831438254,22.332007728656293,18.091453759826322,0.17473545501048382,0.001351635927217266,7.6923076923076925,11.062271062271062,7.362637362637363,19.096459096459096,0.04034832140739683,0.07522523471770369,3.0,0.9358038524590347,548.8048646629002,118.05934956198274,34.18188137149124,14.66733200657458,8.399890641917054,8.865772335492302,2.836151672357271,-0.519894927755395,2.1318322942264594,14.439329197477386,559.3146829284492,124.63052290031897,133.31012265359342,5.0,11.0,62.0,0.45454545454545453,0.08064516129032258,40.0,1.0,0.025,3.3627580868451994,5.254609299148352,8.617367385993552
2019-06-21 00:04:00,1561075440.0,1.0,3.0,3.0388054787248553,3.3363071764181567,0.9336126329358685,3.05820636789239,3.1123460883766962,0.032058334655146015,0.7107584595004925,1.0,352.5563857532728,343.7201408458436,1.025707672776127,4.973648429410794,5.155030910114657,5.1995688935666085,4.494774390731107,4.2889366005173315,3.0319480257814946,3.1776767012135085,3.110956444184432,3.016381568647502,3.0894462490219006,0.15635096670401888,1.4057481455035978,22.26855695010094,17.87803345322959,0.17397634463195166,0.0013587157124613498,8.18070818070818,11.098901098901099,7.435897435897436,19.12087912087912,0.03997534186510141,0.07486218376571806,3.0,0.9276309831094474,546.1558009423754,117.87236797629217,34.429907847519324,14.146482379599181,8.480930764777556,8.936667944371562,2.817418554458643,0.3821450910537565,3.3981291913029423,14.012480480583934,527.6632842067143,115.02570029441459,123.80185971013955,6.0,21.0,97.0,0.2857142857142857,0.061855670103092786,40.0,44.0,1.1,3.463652407487351,5.110049239736482,8.573701647223833
2019-06-21 00:05:00,1561075500.0,1.0,3.0,2.7730580800579334,2.941586651750567,0.03609048523571059,2.793006832161625,2.7586419933879864,0.025531552885391433,0.505696478297969,1.0,352.4472853791234,368.2958926876881,0.956967732675737,4.976752174831096,5.146591542115655,5.191260309057735,4.479723038152751,4.286266157510546,2.9349485253538194,2.7201924076200625,2.7459411483754157,3.05481957208693,3.027804450577578,0.10710674871970763,1.2613445048956131,21.55662097722117,17.630186485053347,0.17908939850537134,0.0012995296726394235,7.728937728937729,11.074481074481074,7.350427350427351,19.047619047619047,0.04090560828522258,0.07727603957921603,3.0,0.9369239190579988,560.2053143630601,123.57072677271842,35.63655867687816,14.13536437378736,8.415236912013501,8.896462373699698,2.886317806711508,0.06865314986944604,6.095955129192809,12.764623424938904,492.6613177388614,96.52036923038538,104.68037675493767,9.0,26.0,110.0,0.34615384615384615,0.08181818181818182,45.0,3.0,0.06666666666666667,3.5496606808216424,5.280411781148639,8.830072461970284
2019-06-21 00:06:00,1561075560.0,1.0,3.0,3.232701998780662,3.463047214782381,1.2156573116691285,3.090941760195531,3.187066878786428,0.09941155784111687,0.6856019678326969,1.0,446.57779100802856,353.07563453860126,1.2648218889179814,4.987209627139206,5.131920144949172,5.178324584948267,4.4663925062208945,4.278321549111404,2.9070025955893564,3.033781262194755,3.0892333654007715,3.0901450732150924,3.0253728694339594,0.13189789525759765,1.438636730321628,21.449478145149804,17.954921676547375,0.18361657333810222,0.0012428251825844694,7.6068376068376065,10.976800976800977,7.252747252747254,18.88888888888889,0.042840019383013364,0.0812806095492147,4.0,0.9122777530966177,578.3689034299912,122.94888367158313,36.09821636412905,14.675182124749679,8.307367490114435,8.800018478307551,2.903096726384455,-0.6585507720306851,3.5472519422495212,12.496383621541163,482.0135044322925,100.4728786881747,108.61586157628231,7.0,14.0,86.0,0.5,0.08139534883720931,39.0,6.0,0.15384615384615385,3.7721243878113038,5.333670750405644,9.105795138216948
2019-06-21 00:07:00,1561075620.0,1.0,3.0,3.557722671312758,3.7582503347603398,1.027027027027027,3.091431847963039,3.336446445877514,0.13555955821383656,0.6771082248742468,1.0,393.200847222521,329.2863733383327,1.1940999660454155,5.005228737971019,5.140008584318168,5.187500632743307,4.467588635239137,4.273695241674678,3.0387923293758634,3.045911072686655,3.0404468565928537,3.0772151275949575,3.1583640031188147,0.19030769716198875,1.6136170634776892,21.846583647270617,18.5372531058578,0.17813509591918647,0.0012928161111422577,7.509157509157509,10.87912087912088,7.142857142857142,18.73015873015873,0.04195632072500643,0.0767343902446335,3.0,0.9589103374630498,559.7936229278665,121.22662381821601,35.53970634200675,13.080511204819022,8.171107536368492,8.671852318857773,2.904139161469536,0.3562532177844102,3.824515248244942,15.711085456740172,587.7032730793098,129.7312701604729,138.20012280729551,3.0,20.0,91.0,0.15,0.03296703296703297,42.0,33.0,0.7857142857142857,3.3392712122039114,5.496921069215157,8.836192281419068
2019-06-21 00:08:00,1561075680.0,1.0,3.0,3.0621277595720766,3.2362711494679504,0.32625994694960214,2.8776191814478977,2.880151317669686,0.05694533399943552,0.538929241444922,1.0,352.968286265388,333.3161102183187,1.0589595745438085,5.010798721200656,5.160377349347781,5.2042952581892115,4.491364410621029,4.296969231706274,2.834598692849343,2.792776550036945,2.756853577799377,2.8714994609843827,2.97314667211413,0.1683370710494824,1.438559412793502,22.372271569710307,18.79467064770711,0.17754566372530833,0.001353199654250686,7.655677655677656,10.915750915750916,7.191697191697191,18.754578754578755,0.0423852421485444,0.07636785896037512,3.0,0.9301112894789932,557.3797630758331,121.58070656402342,35.36446501336151,12.900655089399022,8.228674278578515,8.721807433869383,2.8911666383243277,0.1975901111152445,5.565242147833894,15.92692474079475,590.8417713776654,132.94280594426195,142.0044990641477,4.0,25.0,118.0,0.16,0.03389830508474576,57.0,43.0,0.7543859649122807,3.2946130702803362,5.423648636355366,8.718261706635703
2019-06-21 00:09:00,1561075740.0,1.0,3.0,3.2036638938499817,3.5215048292520432,10.25703564727955,3.2738876640215757,3.616944305998709,0.025832567065811746,0.8538640760606571,1.0,318.3275201062353,344.17935289271736,0.9248884845380593,4.962914153335081,5.139261725972524,5.179969164027855,4.490636007881381,4.310937133176406,3.1105170438278353,3.3407522517131913,3.3183743257524303,3.042198542502372,3.0394815400942528,0.18975435151328227,1.4315410874628731,21.660136074011223,17.184577397286066,0.17799740369189004,0.001310842456599445,8.302808302808302,11.11111111111111,7.3870573870573875,19.169719169719173,0.04035375183859154,0.07572978493162229,3.0,0.9331880472957353,553.640817146308,125.87199462517009,35.70916823396156,13.853246469702572,8.45325813820161,8.934040557178703,2.891281294900616,1.3316407682715603,3.6221898945978817,14.151733427673129,538.6852237556445,111.38042351404144,119.82934340771395,9.0,27.0,84.0,0.3333333333333333,0.10714285714285714,43.0,48.0,1.1162790697674418,3.500867525756997,5.01246292960719,8.513330455364185
2019-06-21 00:10:00,1561075800.0,1.0,3.0,3.3809944663061113,3.643660188301148,2.7476577139287945,3.155886341772719,3.5582957628568703,0.021895188515267974,0.746571267148784,1.0,359.60405935661504,373.7838509061536,0.9620641942792262,4.958530361848255,5.10801405869668,5.159647998273383,4.481231010055489,4.296005874604673,2.921169775680102,3.349335474482261,3.2576714529745856,3.0525204040329905,3.0241588681460345,0.18486540053409894,1.446381224483448,20.676551102925973,17.006415249610804,0.1865787966766308,0.0012143436636269478,8.192918192918192,11.147741147741149,7.3870573870573875,19.15750915750916,0.04499464951479726,0.08197574063755714,3.0,0.9545578256022814,579.6628608095953,131.50547304219455,38.72524779081828,14.331156066247333,8.458441244471006,8.959118505513858,2.9530621581119254,1.8913234993316559,6.262211080889669,11.537070662422234,390.51765816474494,80.19130758450888,87.78780924261213,19.0,19.0,108.0,1.0,0.17592592592592593,47.0,2.0,0.0425531914893617,3.694220740233512,5.358646229777717,9.05286697001123
