UTC+0, 2024-09-09 16:04:29, ILL12, XGBoost, C, 1, training, EHZ, TN, 340687, FP, 30, FN, 1359, TP, 644, F1, 0.4811,total_event, 20, failure_detected, 0, success_detected, 20, detected_status, [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
UTC+0, 2024-09-09 16:05:07, ILL12, XGBoost, C, 2, training, EHZ, TN, 340682, FP, 35, FN, 590, TP, 1413, F1, 0.8189,total_event, 20, failure_detected, 0, success_detected, 20, detected_status, [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
UTC+0, 2024-09-09 16:05:23, ILL12, XGBoost, C, 3, training, EHZ, TN, 340715, FP, 2, FN, 5, TP, 1998, F1, 0.9983,total_event, 20, failure_detected, 0, success_detected, 20, detected_status, [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
UTC+0, 2024-09-09 16:05:33, ILL12, XGBoost, C, 4, training, EHZ, TN, 340717, FP, 0, FN, 0, TP, 2003, F1, 1.0,total_event, 20, failure_detected, 0, success_detected, 20, detected_status, [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
UTC+0, 2024-09-09 16:05:53, ILL12, XGBoost, C, 5, training, EHZ, TN, 340717, FP, 0, FN, 0, TP, 2003, F1, 1.0,total_event, 20, failure_detected, 0, success_detected, 20, detected_status, [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
UTC+0, 2024-09-09 16:06:13, ILL12, XGBoost, C, 11, training, EHZ, TN, 340717, FP, 0, FN, 0, TP, 2003, F1, 1.0,total_event, 20, failure_detected, 0, success_detected, 20, detected_status, [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
UTC+0, 2024-09-09 16:06:21, ILL12, XGBoost, C, 13, training, EHZ, TN, 340717, FP, 0, FN, 0, TP, 2003, F1, 1.0,total_event, 20, failure_detected, 0, success_detected, 20, detected_status, [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
UTC+0, 2024-09-09 16:06:23, ILL12, XGBoost, C, 12, training, EHZ, TN, 340717, FP, 0, FN, 0, TP, 2003, F1, 1.0,total_event, 20, failure_detected, 0, success_detected, 20, detected_status, [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
UTC+0, 2024-09-09 16:06:28, ILL12, XGBoost, C, 16, training, EHZ, TN, 340717, FP, 0, FN, 0, TP, 2003, F1, 1.0,total_event, 20, failure_detected, 0, success_detected, 20, detected_status, [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
UTC+0, 2024-09-09 16:06:28, ILL12, XGBoost, C, 6, training, EHZ, TN, 340717, FP, 0, FN, 0, TP, 2003, F1, 1.0,total_event, 20, failure_detected, 0, success_detected, 20, detected_status, [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
